Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin %,Sales Category,Profit Status
Second Class,Consumer,United States,Bellingham,Washington,98226,West,Office Supplies,Binders,25.12,5,0.2,7.85,31.25,Low Sales,Profit
Second Class,Consumer,United States,Bellingham,Washington,98226,West,Furniture,Tables,2665.62,9,0,239.9058,9,High Sales,Profit
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,478.08,8,0,133.8624,28,Low Sales,Profit
Same Day,Corporate,United States,Newark,Ohio,43055,East,Technology,Phones,164.388,2,0.4,-35.6174,-21.66666667,Low Sales,Loss
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Art,13.248,4,0.2,3.6432,27.5,Low Sales,Profit
Standard Class,Home Office,United States,Woodstock,Illinois,60098,Central,Office Supplies,Art,2.912,2,0.2,0.91,31.25,Low Sales,Profit
Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Technology,Accessories,1399.944,7,0.2,52.4979,3.75,High Sales,Profit
Standard Class,Home Office,United States,Lafayette,Indiana,47905,Central,Furniture,Furnishings,526.45,5,0,31.587,6,High Sales,Profit
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,16.23,3,0,7.9527,49,Low Sales,Profit
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,319.9,5,0,156.751,49,Low Sales,Profit
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,11.36,2,0,5.3392,47,Low Sales,Profit
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,675.12,3,0,290.3016,43,High Sales,Profit
Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,62.82,3,0,30.7818,49,Low Sales,Profit
Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,489.92,8,0,0,0,Low Sales,Loss
Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,19.44,3,0,9.3312,48,Low Sales,Profit
Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,16.68,2,0,8.34,50,Low Sales,Profit
Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,155.35,13,0,0,0,Low Sales,Loss
Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,12.42,3,0,4.4712,36,Low Sales,Profit
Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,187.98,2,0,52.6344,28,Low Sales,Profit
Standard Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Envelopes,6.608,2,0.2,2.1476,32.5,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,248.57,7,0,67.1139,27,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,22.23,1,0,9.7812,44,Low Sales,Profit
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Storage,5.98,1,0,1.0166,17,Low Sales,Profit
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Technology,Phones,246.168,3,0.2,21.5397,8.75,Low Sales,Profit
Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Furnishings,14.136,2,0.6,-7.7748,-55,Low Sales,Loss
Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Tables,601.47,3,0.5,-300.735,-50,High Sales,Loss
Second Class,Corporate,United States,Summerville,South Carolina,29483,South,Technology,Phones,79.1,2,0,39.55,50,Low Sales,Profit
Second Class,Corporate,United States,Summerville,South Carolina,29483,South,Office Supplies,Binders,327.84,8,0,157.3632,48,Low Sales,Profit
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,180.96,2,0,81.432,45,Low Sales,Profit
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,914.97,3,0,411.7365,45,High Sales,Profit
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Technology,Phones,587.97,3,0,158.7519,27,High Sales,Profit
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Storage,530.34,2,0,95.4612,18,High Sales,Profit
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,14.94,3,0,7.3206,49,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,121.94,2,0,35.3626,29,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Supplies,122.71,7,0,36.813,30,Low Sales,Profit
Same Day,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,14.94,3,0,7.0218,47,Low Sales,Profit
Same Day,Consumer,United States,New York City,New York,10035,East,Technology,Machines,1349.85,3,0,364.4595,27,High Sales,Profit
Same Day,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,136.784,1,0.2,5.1294,3.75,Low Sales,Profit
Same Day,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,61.12,4,0,20.7808,34,Low Sales,Profit
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,1.167,1,0.7,-0.8558,-73.33333333,Low Sales,Loss
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Art,16.99,1,0,4.9271,29,Low Sales,Profit
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Technology,Accessories,24.672,3,0.2,0,0,Low Sales,Loss
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,2.52,1,0.2,0.882,35,Low Sales,Profit
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Tables,1218.735,5,0.3,-121.8735,-10,High Sales,Loss
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,5.904,2,0.2,1.9926,33.75,Low Sales,Profit
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Paper,15.696,3,0.2,5.1012,32.5,Low Sales,Profit
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,6.096,3,0.6,-3.9624,-65,Low Sales,Loss
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Chairs,41.568,2,0.2,2.598,6.25,Low Sales,Profit
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Chairs,230.28,3,0.2,23.028,10,Low Sales,Profit
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,18.288,6,0.2,5.715,31.25,Low Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,5.78,2,0,2.7166,47,Low Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,121.68,13,0.2,38.025,31.25,Low Sales,Profit
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Art,4.17,3,0,1.0842,26,Low Sales,Profit
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Technology,Phones,67.04,4,0.2,6.704,10,Low Sales,Profit
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Storage,37.32,3,0,10.4496,28,Low Sales,Profit
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Labels,18.45,5,0,8.6715,47,Low Sales,Profit
Second Class,Corporate,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Paper,25.92,4,0,12.4416,48,Low Sales,Profit
First Class,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,11199.968,4,0.2,3919.9888,35,High Sales,Profit
First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,2399.6,8,0,647.892,27,High Sales,Profit
First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Envelopes,63.9,5,0,28.755,45,Low Sales,Profit
First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,52.99,1,0,0.5299,1,Low Sales,Profit
First Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Accessories,60.864,4,0.2,9.1296,15,Low Sales,Profit
First Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Machines,652.995,7,0.7,-935.9595,-143.3333333,High Sales,Loss
First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,11.22,10,0.7,-7.48,-66.66666667,Low Sales,Loss
Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,14.94,3,0,7.0218,47,Low Sales,Profit
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,39.96,2,0,17.1828,43,Low Sales,Profit
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,42.624,2,0.2,4.2624,10,Low Sales,Profit
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,220.96,1,0.2,24.858,11.25,Low Sales,Profit
Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,4.928,2,0.2,0.7392,15,Low Sales,Profit
Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,7.23,5,0.7,-5.784,-80,Low Sales,Loss
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,323.1,2,0,61.389,19,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,19.04,4,0,9.3296,49,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,13.128,3,0.2,4.2666,32.5,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,64.14,3,0,16.6764,26,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,858.24,4,0.1,143.04,16.66666667,High Sales,Profit
Standard Class,Consumer,United States,Hot Springs,Arkansas,71901,South,Technology,Accessories,29.99,1,0,2.999,10,Low Sales,Profit
First Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,186.048,6,0.2,67.4424,36.25,Low Sales,Profit
Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Technology,Phones,36.792,1,0.2,4.1391,11.25,Low Sales,Profit
Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,18.624,8,0.2,6.2856,33.75,Low Sales,Profit
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,57.69,3,0,23.6529,41,Low Sales,Profit
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,42.81,3,0,20.1207,47,Low Sales,Profit
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,12.96,2,0,6.2208,48,Low Sales,Profit
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,821.88,6,0,213.6888,26,High Sales,Profit
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Phones,104.85,3,0,28.3095,27,Low Sales,Profit
Standard Class,Corporate,United States,Hesperia,California,92345,West,Furniture,Bookcases,424.9575,5,0.15,19.998,4.705882353,Low Sales,Profit
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,10.776,3,0.2,3.5022,32.5,Low Sales,Profit
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,11.784,3,0.2,4.2717,36.25,Low Sales,Profit
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Paper,164.88,3,0,80.7912,49,Low Sales,Profit
Second Class,Corporate,United States,Provo,Utah,84604,West,Furniture,Bookcases,1292.94,3,0,77.5764,6,High Sales,Profit
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,25.584,2,0.2,8.9544,35,Low Sales,Profit
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Storage,261.74,2,0,65.435,25,Low Sales,Profit
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Labels,14.4,5,0,7.056,49,Low Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,10.86,3,0,5.1042,47,Low Sales,Profit
Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Furniture,Chairs,883.84,4,0.2,99.432,11.25,High Sales,Profit
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,1979.89,11,0,494.9725,25,High Sales,Profit
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,79.96,2,0,35.982,45,Low Sales,Profit
First Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,8.76,2,0,4.2048,48,Low Sales,Profit
First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Labels,3.984,1,0.2,1.2948,32.5,Low Sales,Profit
First Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Tables,370.62,3,0.4,-142.071,-38.33333333,Low Sales,Loss
First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,2.742,2,0.7,-2.0108,-73.33333333,Low Sales,Loss
Same Day,Consumer,United States,Amarillo,Texas,79109,Central,Technology,Accessories,79.512,3,0.2,20.8719,26.25,Low Sales,Profit
Same Day,Consumer,United States,Amarillo,Texas,79109,Central,Office Supplies,Paper,28.352,1,0.2,9.5688,33.75,Low Sales,Profit
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Chairs,40.784,1,0.2,4.5882,11.25,Low Sales,Profit
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,105.96,4,0,29.6688,28,Low Sales,Profit
Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,166.44,3,0,79.8912,48,Low Sales,Profit
Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Furniture,Chairs,785.88,6,0,212.1876,27,High Sales,Profit
Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,26.2,2,0,12.838,49,Low Sales,Profit
Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Storage,1325.85,5,0,238.653,18,High Sales,Profit
Same Day,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,166.44,3,0,79.8912,48,Low Sales,Profit
Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,8.76,5,0.2,0.7665,8.75,Low Sales,Profit
Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Appliances,43.584,1,0.2,4.3584,10,Low Sales,Profit
Same Day,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,11.088,7,0.7,-8.1312,-73.33333333,Low Sales,Loss
Same Day,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,25.164,2,0.7,-16.776,-66.66666667,Low Sales,Loss
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,14.4,5,0,7.056,49,Low Sales,Profit
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Accessories,619.95,5,0,111.591,18,High Sales,Profit
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,89.52,4,0,42.0744,47,Low Sales,Profit
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Machines,350.973,3,0.1,152.0883,43.33333333,Low Sales,Profit
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,164.99,1,0,49.497,30,Low Sales,Profit
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,312.552,9,0.2,101.5794,32.5,Low Sales,Profit
Standard Class,Consumer,United States,Thomasville,North Carolina,27360,South,Office Supplies,Envelopes,95.952,3,0.2,29.985,31.25,Low Sales,Profit
Standard Class,Consumer,United States,Thomasville,North Carolina,27360,South,Office Supplies,Binders,3.204,2,0.7,-2.4564,-76.66666667,Low Sales,Loss
First Class,Consumer,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,3.98,5,0.8,-6.567,-165,Low Sales,Loss
First Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,15.7,5,0,7.065,45,Low Sales,Profit
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,5.248,4,0.2,1.64,31.25,Low Sales,Profit
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,5.346,3,0.7,-4.455,-83.33333333,Low Sales,Loss
Standard Class,Consumer,United States,Englewood,Colorado,80112,West,Office Supplies,Paper,15.48,3,0.2,5.6115,36.25,Low Sales,Profit
Standard Class,Consumer,United States,Englewood,Colorado,80112,West,Technology,Phones,108.576,3,0.2,8.1432,7.5,Low Sales,Profit
